,main_cad_ig_oas,short_cad_ig_oas,long_cad_ig_oas,main_us_ig_oas,main_us_hy_oas,spx_price_close,tsx_price_close,cad_3m_tbill_close,cad_long_only_agg_close,main_cad_ig_er_index,short_cad_ig_er_index,long_cad_ig_er_index,main_us_ig_er_index,main_us_hy_er_index,cad_3m_tbill_index,ytm_1x_index,ytm_3x_index,ytm_5x_index,ytm_8x_index,ytm_10x_index,ytm_1x_index_net_fees,ytm_3x_index_net_fees,ytm_5x_index_net_fees,ytm_8x_index_net_fees,ytm_10x_index_net_fees
2003-09-30,0.685642,0.665023,0.685642,1.132693,5.169506,995.97,7421.13,2.583,122.6331,101.75922295290884,103.06528413422839,101.75922295290884,102.01483914711898,103.33827809524938,104.67920541490689,106.53467153568685,110.71039652042754,115.01566059628605,121.72291261930124,126.36502910502941,103.49474038314752,106.88197756990611,110.35585388174398,115.73255516464971,119.42992848406466
2003-10-31,0.720491,0.695855,0.720491,1.032786,4.486318,1050.71,7772.7,2.611,121.1672,101.74563097349902,103.2011633435253,101.74563097349902,102.55682256439141,106.81419335197906,104.9042888623136,106.89521811401754,111.37699180049464,116.01144687501284,123.258200320537,128.29206194614434,103.6974829304256,107.33090440010275,111.06670634062723,116.8671191017544,120.86841082570052
2003-11-28,0.796939,0.749986,0.796939,0.977622,4.168788,1058.2,7859.39,2.71,121.6575,102.1146288009817,103.52729449986533,102.1146288009817,102.95656547067821,108.39260057298638,105.13830507138834,107.4624704283053,112.6719631864398,118.0935298475548,126.63888557748983,132.6216586182705,104.07006036978363,108.29314544373642,112.65911819535619,119.48445395379194,124.22469380754532
2003-12-31,0.669422,0.592708,0.669422,0.951128,3.928087,1111.92,8220.89,2.645,123.4532,102.68946574432994,103.79111724553111,102.68946574432994,103.20423366631186,109.91705578596498,105.36728460344025,107.9613047305642,113.76923258101684,119.84548274944946,129.48576820526281,136.27896605143408,104.38517911701591,109.09019665586668,113.97636287107065,121.65794441529133,127.02257542496342
2004-01-30,0.541434,0.436107,0.541434,0.930394,3.743667,1131.13,8521.39,2.34,125.0288,102.97727761755017,103.89376562257577,102.97727761755017,103.3701922663013,111.23430178250398,105.57057957556248,108.2672772778999,114.31669861178781,120.659240117096,130.7491640269014,137.87820034062625,104.54084662980878,109.43629215954735,114.52958656539309,122.5552654728465,128.17302566546147
2004-02-27,0.569911,0.491727,0.569911,0.940871,4.078958,1144.94,8788.49,2.182,126.682,103.08610194499086,103.97296591798518,103.08610194499086,103.33700629977614,109.67534636896407,105.7606486386281,108.53561002927856,114.77431623533698,121.32620927528761,131.7709254556807,139.16588744730197,104.66514193685535,109.70823128148058,114.9626059860624,123.25686593939875,129.07289156957725
2004-03-31,0.647978,0.569553,0.647978,0.971082,4.119343,1126.21,8585.93,2.041,127.287,102.8949133060186,103.96731914620617,102.8949133060186,103.22865848204088,109.40376279251794,105.9388687818794,108.70346339715465,114.93935115127304,121.4874867582705,131.92461753842792,139.31308850497618,104.70667812209746,109.74163977636317,114.9870003975179,123.26595044067308,129.07006363039235
2004-04-30,0.542266,0.460497,0.542266,0.917348,3.659973,1107.31,8243.97,1.972,125.7416,103.03799588561455,104.16667128230306,103.03799588561455,103.49254603086486,111.8751073650283,106.11140769055933,109.07977584225934,115.77803207070265,122.83983999015071,134.15202957740837,142.19949907144857,104.91869357668924,110.32157126188909,115.96947017746042,124.92186562737373,131.2246745784371
2004-05-31,0.742751,0.640898,0.742751,0.986902,4.026709,1120.68,8417.32,2.072,124.9105,102.84293774674336,104.15839524026968,102.84293774674336,103.1655489125748,110.39547516379528,106.29290944200659,109.24849431207025,115.93871389768293,122.99080325307703,134.2849197496352,142.31776551686758,104.96034962446747,110.35047184038314,115.98418690093304,124.91074085095725,131.19213691165902
2004-06-30,0.622998,0.491946,0.622998,0.998889,3.840281,1140.84,8545.58,2.063,124.6806,102.89464923270117,104.31880854319526,102.89464923270117,103.16971576909538,111.54519435966239,106.47393926736478,109.59360191593652,116.66206749922256,124.13698938028459,136.15679153320363,144.73997591639102,105.14585488567421,110.83441793721019,116.79650421149366,126.27613012607466,132.9696687094111
2004-07-30,0.683886,0.534878,0.683886,0.973376,3.89124,1101.72,8458.07,2.147,125.8628,102.91898073040522,104.4310660130686,102.91898073040522,103.37158382515213,112.04602893598145,106.6625896125295,109.89647580268145,117.23555596416998,125.01439076354409,137.55870395879396,146.54177283849646,105.29635722141836,111.19581985508769,117.39101094722957,127.26539782089208,134.25462539452872
2004-08-31,0.670551,0.506505,0.670551,0.945385,3.923276,1104.24,8377.03,2.219,127.93,103.00476884679306,104.57354549367288,103.00476884679306,103.53378934591136,112.05565593078764,106.85784852271252,110.23832781928265,117.92013577722635,126.08551820788121,139.30034202091426,148.7970116178652,105.47813786533729,111.64569030219738,118.13821971460095,128.51822316678937,135.8876412815172
2004-09-30,0.674617,0.475588,0.674617,0.902492,3.653244,1114.58,8668.29,2.497,128.3665,103.06477530493245,104.65452620156772,103.06477530493245,103.89277723039989,113.48103188814125,107.07769702556178,110.54120686270655,118.4267528827867,126.82249475509994,140.43817829040643,150.2428726388466,105.6276709067786,111.95094430930772,118.61674974652195,129.29258261282345,136.8852946539142
2004-10-29,0.666773,0.462349,0.666773,0.900214,3.47979,1130.2,8870.97,2.604,129.9734,103.0917483872775,104.70125549406197,103.0917483872775,104.02398861340303,114.73141696394913,107.30732770646202,110.81830545831492,118.82937598874396,127.36691643301987,141.22917032062838,151.2232576842913,105.7558007080531,112.17172271438332,118.94071184377219,129.79291478672732,137.51891396452854
2004-11-30,0.637929,0.450755,1.0684,0.84406,3.018529,1173.82,9030.05,2.543,130.7943,103.47628370151452,104.80985477729807,104.01705868410235,104.47526027960625,117.54267054798926,107.53212163113635,111.1560576883599,119.438051161227,128.28354069618823,142.68501876544127,153.0958358962772,105.93272286301998,112.5571696531352,119.55914561845802,130.81106874920124,138.84016000053288
2004-12-31,0.599732,0.401619,1.014305,0.806215,2.884704,1211.92,9246.65,2.515,132.4188,103.7344766898437,104.97981967829766,104.36698559173333,104.82717683583726,118.3448792922253,107.75493417585379,111.55726620693129,120.25652627575927,129.57869345113315,144.81972456392023,155.8828333065756,106.16051037340893,113.10949990308154,120.47543657499085,132.35452438449178,140.86110710273653
2005-01-31,0.583448,0.389213,1.104282,0.816726,3.038494,1181.27,9204.05,2.49,133.7613,103.76908769799127,105.02777026073393,104.27959180900837,104.83597393251733,117.68510540672234,107.97601379735923,111.8276988665089,120.65790407528492,130.1295583893983,145.6338257454354,156.901527618223,106.2818343660326,113.3265940689479,120.80021659786328,132.86548662712573,141.51428701927196
2005-02-28,0.55963,0.364775,1.075936,0.768388,2.567981,1203.6,9668.32,2.51,133.6119,103.9770067059391,105.10623020622951,104.82789390274012,105.1538387022002,120.3427893189734,108.19930632952581,112.13307052459018,121.16766123301208,130.87375549197063,146.79307298338543,158.3848893510452,106.43099274095522,113.6295603699548,121.27657522383643,133.64252531920198,142.5216252022086
2005-03-31,0.590107,0.427768,1.023337,0.929521,3.289782,1180.59,9612.38,2.52,133.9675,103.77249953029953,105.08030365242453,104.03455640168417,104.17720560063933,117.20922193758922,108.42394198969474,112.32876172411979,121.31934246948236,130.97302184372336,146.7957856262216,158.30967860197933,106.49120005253441,113.64619055761189,121.23762624060441,133.50070810283873,142.30007414761002
2005-04-29,0.648292,0.532817,1.019626,1.042669,3.887002,1156.85,9369.3,2.445,135.6667,103.63340079647911,104.89717495323427,103.99982550537503,103.477338966326,114.13352419589498,108.64241815111251,112.34987712629092,120.91928934016198,130.08462903233843,145.0325816031239,155.8563897005893,106.39624513861898,113.14874196246922,120.2843749014036,131.7530611315083,139.94124847869847
2005-05-31,0.622992,0.487141,1.037505,1.044163,3.755936,1191.5,9607.3,2.528,138.2091,103.74873544455954,105.03435633172286,103.92445371183652,103.58028132744988,114.95442043799203,108.86868168927674,112.72131991202711,121.63533291557262,131.19518823357043,146.83976232392814,158.20608927071228,106.59760067812056,113.61442994465148,121.0468484204301,133.02760566863094,141.60612203446175
2005-06-30,0.560973,0.376581,0.980803,0.843371,3.556319,1191.33,9902.77,2.488,140.3185,104.01323869562601,105.10079896485118,104.57481398240974,103.67943665915902,116.63381255705474,109.09186897005512,113.01420940416216,122.10527229518374,131.8680451184332,147.87151876415817,159.51786620526258,106.73520723664186,113.8832738767262,121.46345164661048,133.70002673675435,142.47418658504327
2005-07-29,0.541503,0.413946,0.936694,0.850454,3.086325,1234.18,10422.93,2.612,139.8156,104.33398015926217,105.23705584466117,105.33211550432242,104.25655165461237,120.10435078843057,109.32652940695561,113.3942972081912,122.83253935285323,132.99537791196232,149.71078404465462,161.91560253779352,106.94238107776148,114.35531498272375,122.2346113837145,134.99087716845094,144.16375569783605
2005-08-31,0.523634,0.407527,0.898181,0.891911,3.423008,1220.33,10668.94,2.729,141.6734,104.52087048790204,105.29596544378188,105.78891982284155,104.03495852433255,118.60556138868068,109.57209951716462,113.70292232648565,123.30437092086322,133.65514387792624,150.70488741904833,163.17202207661649,107.09164520036009,114.62374914987261,122.63786280442332,135.62890269402266,144.98232621021825
2005-09-30,0.540686,0.412324,0.928833,0.878135,3.410997,1228.81,11011.83,2.912,140.538,104.48793387119389,105.37243242684681,105.53694331049392,103.94485904850256,118.78152697166814,109.83451032023619,114.04821419009797,123.85791009910446,134.44927325062105,151.92865024325698,164.73401558028937,107.26979972348344,114.95594341231168,123.14468642362233,136.44057660183967,146.02896481570212
2005-10-31,0.543681,0.405621,0.97747,0.926696,3.443975,1207.01,10383.32,3.106,139.1274,104.36561193676957,105.38267568100304,105.01720341503386,103.71569805444989,118.77846478390282,110.11483009738136,114.34076179281858,124.19970122516824,134.84643131764952,152.42174868095546,165.30070259877476,107.40524428985077,115.120090187695,123.34087651092125,136.69177090711594,146.3219441585638
2005-11-30,0.602946,0.461168,1.007415,0.944138,3.434833,1249.48,10824.14,3.364,140.5682,104.28472232558184,105.31451943550634,104.84026307951599,103.78854070066448,118.80510798133848,110.41885905442817,114.57287105264693,124.29117160410348,134.77131892285007,152.0411101542894,164.67408536554254,107.49200420200505,115.08058448967047,123.13900826640938,136.20283545311418,145.60929491578372
2005-12-30,0.623236,0.477876,1.022447,0.989635,3.400323,1248.29,11272.26,3.456,141.7761,104.35335418703875,105.34095022044907,104.97215213047002,103.63025591089811,118.77276447874164,110.7319366413073,114.91682388181171,124.72668591226869,135.31120261801595,152.76464859725058,165.54039855407254,107.6676501214292,115.31772944687324,123.44529623996013,136.62878374746893,146.12678417148103
2006-01-31,0.587572,0.391461,1.049835,0.874485,3.233247,1280.09,11945.64,3.56,140.6709,104.34974773511804,105.3292974045357,105.00336979879211,103.87806797816039,120.96578005116653,111.05520011790524,115.22990610574841,125.03889983382324,135.61997528850372,153.0625525885622,165.82659218107463,107.81817599701557,115.45726463495679,123.57145145395876,136.72987147392294,146.20741947032286
2006-02-28,0.59464,0.397596,1.061069,0.83585,3.202218,1280.66,11688.34,3.811,141.2497,104.32125503649898,105.3220370560656,105.00738197755213,104.15268523257086,121.73621110431243,111.40187835867438,115.57196099890248,125.39283442942519,135.98516406297588,153.44305781164456,166.21596726188716,107.99127667229568,115.62910036968054,123.7408833550078,136.89331199845094,146.36505628299034
2006-03-31,0.596169,0.384354,1.077682,0.870614,2.99397,1294.83,12110.61,3.877,140.9756,104.29847962009941,105.3857684739086,104.75337017062225,104.03487917183116,123.34962250038966,111.7555576879193,115.99907182304669,126.0079924516607,136.8168583957781,154.6600755730874,167.73544992301595,108.23140414667422,116.00515732481387,124.27061264971255,137.69057681900821,147.36804824639665
2006-04-28,0.587984,0.393997,1.034959,0.848616,2.907923,1310.61,12204.17,4.113,139.5118,104.37787370875581,105.43007581254807,104.90746971087914,104.27740528215654,124.3498929596585,112.13156327010239,116.4283468927557,126.58026238190283,137.55326101163024,155.68758867004863,168.99087374189872,108.47253015393437,116.34651476221904,124.72511212233613,138.34177520461824,148.17034409917795
2006-05-31,0.594859,0.403018,1.012519,0.892059,2.969859,1270.09,11744.52,4.223,140.0286,104.42049641348478,105.42598407130579,105.08080727400773,104.07483078078516,124.31406029450325,112.51873502376698,116.81602250494659,126.99191602860047,137.989923234296,156.1636915302341,169.49454184898877,108.67999197269265,116.56135997086375,124.94720024102268,138.57441837274368,148.40973969667672
2006-06-30,0.608809,0.393412,1.049405,0.936823,3.174388,1270.2,11612.87,4.335,139.3708,104.23774697009665,105.39607893666411,104.75147141431411,103.85302129768361,123.56925124935778,112.9173496618875,117.18687858323118,127.32303248417354,138.27143125433898,156.34938298895727,169.5999271404437,108.87352889852681,116.71272355541286,125.04920117330047,138.587308465901,148.34178502162646
2006-07-31,0.638298,0.442769,1.074181,0.948881,3.309616,1276.66,11830.96,4.193,142.3753,104.28191563062028,105.40358313748442,104.89068402479431,103.9458160492735,123.24738918493607,113.30451634365619,117.58715059100389,127.776057074706,138.78310089412807,156.9613458216278,170.28790459425664,109.08971047961886,116.95859771523314,125.32777342191304,138.92120148335306,148.71713441009135
2006-08-31,0.628265,0.438824,1.044825,0.938357,3.314004,1303.82,12073.75,4.186,144.8534,104.46054846645723,105.47486863479614,105.35064121221829,104.12520365969502,123.54476911287873,113.69237398816054,118.05928235840264,128.46193142930517,139.71577948723842,158.33465315939986,172.00814527964147,109.36190996711343,117.38490202429742,125.92867540158439,139.82686128727212,149.85764029666595
2006-09-29,0.62267,0.440357,1.024126,0.936717,3.278807,1335.85,11761.27,4.168,146.4332,104.60459956279247,105.52124487978618,105.75593671753222,104.24356590245112,124.22068625103837,114.07991672544237,118.5036689334679,129.05844143642642,140.48740973966787,159.41796727712304,173.33627295328935,109.61144998194537,117.74049080118854,126.40427372970346,140.51172448550574,150.70364816143666
2006-10-31,0.609881,0.431968,1.005693,0.923367,3.129956,1377.94,12344.59,4.19,147.0118,104.77077338361191,105.58540179667308,105.99765354405318,104.47212513287054,125.2896002874011,114.47079490785416,118.9717661198016,129.72516572421952,141.38400951000358,160.72616146707392,174.969458571199,109.87888598683443,118.14945705533526,126.97398469819441,141.3628678830334,151.77229596507024
2006-11-30,0.593404,0.409176,0.977905,0.880643,3.050876,1400.63,12752.38,4.174,148.6584,104.95987520019972,105.66534156022736,106.5583238925683,104.72808079472482,126.19625346829689,114.8615423565354,119.4579243787393,130.45169839571543,142.38992464940813,162.23475378011815,176.8766821920753,110.15970153708668,118.6034781898826,127.62534302380146,142.36095857942848,153.03922644261215
2006-12-29,0.58409,0.402976,0.956272,0.873743,2.716911,1418.3,12908.39,4.08,147.4603,105.04146051119282,105.70702970743311,106.76758419461174,104.90155448231482,128.43187941072688,115.24495357773645,119.89373919247387,131.03055568730105,143.13410998963275,163.2746753777218,178.15002457918035,110.40021644361744,118.94197611299799,128.07518806791032,143.0059651651638,153.8352575031709
2007-01-31,0.566989,0.394411,0.948801,0.852762,2.570996,1438.24,13034.12,4.207,147.1594,105.281825834866,105.81727262578528,107.3660666847871,105.18322249920867,129.97355128911616,115.64139582068361,120.42110588567716,131.88021512952523,144.36080616193607,165.18482375565821,180.6057883649876,110.71166917521171,119.4884040299493,128.890645132096,144.29679975550806,155.49658379616534
2007-02-28,0.544802,0.369568,0.945939,0.842843,2.641189,1406.82,13045.02,4.24,149.1312,105.4394274640495,105.91377480390183,107.65192561635335,105.27136603966298,129.73177578874368,116.04226362842822,120.93821267950773,132.6870707046675,145.5073246170859,166.9486580812271,182.86370101131192,111.01417004518139,120.00013456791885,129.64246793804176,145.47405269919494,157.0062847334857
2007-03-30,0.568919,0.382661,1.001214,0.906119,2.714062,1420.86,13165.5,4.175,148.6895,105.23414322514266,105.89645896085914,107.00687527806016,104.89079215529738,129.72999327414433,116.4384684484059,121.32116784897286,133.0638430342723,145.87292278692112,167.2862459164405,183.17367797279346,111.21109306453054,120.17964538624501,129.80037101309992,145.59059040748014,157.08842356182217
2007-04-30,0.664799,0.454616,1.11955,0.913124,2.606559,1482.37,13416.68,4.133,148.8134,104.59435541394248,105.70735965409273,105.3388991892509,105.07565902974734,130.77959064962795,116.83209993438743,121.504436509875,132.78962605886747,145.05133839904417,165.4478884217238,180.50654236594795,111.25183144413084,119.80222839123529,128.92917165910862,143.8334662716072,154.63150716875293
2007-05-31,0.679946,0.492393,1.11772,0.901469,2.345811,1530.62,14056.78,4.259,146.6183,104.66419201910881,105.72831190984977,105.62639327308516,105.26155573343298,132.83489915595118,117.23887588756855,121.94132209688846,133.31972953033647,145.68789255036577,166.27233259785112,181.47758179718682,111.48975339598873,120.09880432810607,129.2917853515034,144.31069687844675,155.19666918083473
2007-06-29,0.712907,0.512597,1.167824,0.960663,2.850624,1503.35,13906.57,4.325,146.1061,104.37410893107632,105.63291854042912,105.05870950375862,104.9334849374475,130.366608880399,117.65327258225325,122.25204034240156,133.41886560308654,145.53333174267408,165.64587604763128,180.46636083893708,111.62891283296455,120.0584449701187,129.0150296537277,143.61117945146881,154.16433177674796
2007-07-31,0.871666,0.645313,1.291916,1.252401,4.120213,1455.28,13868.63,4.547,146.3304,103.50084311762377,105.27770461259482,103.59594872548621,103.12314622193541,123.604482448444,118.09005087903846,122.28448729807752,132.55697577417754,143.614406412561,161.7906952739046,175.0525379089652,111.53802040147107,119.15324303047616,127.17461511427206,140.1137765660217,149.37310208217656
2007-08-31,0.967682,0.773149,1.30062,1.490523,4.333284,1473.99,13660.48,4.015,147.6517,103.15509234113875,104.94964138781219,103.4159901310362,102.20914412110969,123.22823411200541,118.47807088051802,122.29492286795534,131.74214784001,141.83655462557414,158.27533106650583,170.15803541953886,111.42711711693582,118.29216433703138,125.46297333757572,136.91813171317872,145.0353312106103
2007-09-28,1.11097,0.944678,1.398111,1.450945,4.040639,1526.75,14098.89,3.953,148.8664,102.46360455824102,104.49593464262496,102.22383438248332,102.42441906464043,125.71500205746784,118.86145980530623,122.15166284136284,130.44875472028343,139.21771416794894,153.30025297843875,163.3382305616285,111.17628594059954,117.0031040557465,123.01099544687457,132.46655242233646,139.06583819949
2007-10-31,1.035735,0.910539,1.185065,1.426646,4.160472,1549.38,14625.0,3.927,149.7995,102.76463238207268,104.58941984063428,103.20107174993632,102.74095148931781,125.54507811778683,119.24360365516799,122.64336929980915,131.20726683799418,140.27631128640726,154.8773732833648,165.31087400132486,111.45465686928206,117.474011205359,123.69316665687387,133.50335728637367,140.36579633359233
2007-11-30,1.389825,1.289988,1.412374,1.942845,5.491536,1481.14,13689.12,3.842,152.2674,100.95969082125514,103.47619620320555,100.3642301211489,99.65784861914109,118.91688805503485,119.6188196594889,121.71356026145097,127.41945673224497,133.24055582262616,142.16385291674993,148.22183679829354,110.48934222570456,113.95583460383713,117.35561706609275,122.4002431753163,125.7039147883978
2007-12-31,1.357776,1.252967,1.358383,1.968669,5.632825,1468.36,13833.06,3.818,153.298,101.25057689204624,103.7022078761906,100.90006671662731,99.75094300185019,119.01712191080753,119.99290497505238,122.34978289781036,128.64212190801985,135.10112327207165,145.08056363860152,151.91032571098668,110.87886467046617,114.7807099553691,118.64085776416576,124.42246172142528,128.24746858148052
2008-01-31,1.439375,1.280067,1.469233,2.264947,6.646551,1378.55,13155.1,3.322,154.0601,100.62267042694444,103.57273152156887,99.15829747694353,98.04165373547598,114.15463454897761,120.32013242110139,122.52036633197294,128.50024862461026,134.61476835007758,144.01486674430586,150.41512820482376,110.90851288535322,114.53020103473249,118.08566835711912,123.37417757399353,126.8467137967009
2008-02-29,1.558427,1.415108,1.546282,2.484501,7.433783,1330.63,13582.69,3.036,156.0769,100.0726769726578,103.24161467753099,98.55603774239187,97.0012749226966,111.00610132709188,120.62038687688101,122.42409277342013,127.57765847862355,132.7875645664535,140.67884502637557,145.96910881593374,110.70162152096752,113.58425903517626,116.35533264726483,120.383084924754,122.96038752013523
2008-03-31,1.798459,1.638693,1.674457,2.896826,7.789534,1322.7,13350.13,1.877,157.8424,98.83308472881166,102.55595717438925,97.04999898740887,95.04485717879346,109.97036333890348,120.80745335149729,121.79058364033091,125.2229206844423,128.57290457725094,133.41084980402374,136.4889524171529,110.00925402153392,111.36517048326323,112.53660678950588,114.0336732470312,114.84180898925712
2008-04-30,1.675598,1.517662,1.650045,2.466356,6.504152,1385.59,13937.04,2.673,156.9677,99.47640311394333,103.06935947492126,97.53113212138886,97.71335274657099,116.64723814250495,121.07331038573244,122.65803078537951,127.3685638860091,132.063238294732,139.03611006512472,143.61054718531514,110.57430341697554,112.88493750798234,115.03008247652397,118.01601386746792,119.8297121568237
2008-05-30,1.625638,1.45912,1.651662,2.382272,6.270914,1400.38,14714.73,2.627,156.7453,99.90598698697075,103.4309628622351,97.86118137373293,98.10652098688384,118.33366442147783,121.33522128912489,123.3433583898097,128.9739176691914,134.65441189319418,143.22745832108845,148.94746742003844,110.99796965098014,113.9907247328851,116.84294474536046,120.93173988766124,123.50493552101656
2008-06-30,1.707623,1.520728,1.749581,2.651513,7.128753,1280.0,14467.03,2.511,156.7753,99.62880581855434,103.3692456066952,97.23058936486775,96.50597490409105,114.22218965123305,121.58623927215358,123.51453531849916,128.9989912610784,134.51989324479226,142.82798379677624,148.354285357842,111.02704406553492,113.88981564458666,116.60007038908195,120.46388649285838,122.87973631266223
2008-07-31,1.770386,1.602724,1.714068,2.90049,7.599893,1267.38,13592.91,2.437,158.1283,99.51081442753538,103.32981747534345,97.12669264629602,95.40292898201277,112.0736839705561,121.83044484338224,123.7050907875099,129.0995998558649,134.52218784291892,142.6669834781257,148.073882063368,111.07075102567241,113.8556794482816,116.47617231838103,120.1980371490657,122.51481544253626
2008-08-29,1.981831,1.799202,1.875406,3.04068,7.930241,1282.83,13771.25,2.437,159.3345,98.52358156911382,102.77434324234855,95.24289324694718,94.71378974062836,111.24478924538354,122.07514090071669,123.27811866927524,127.26599664940541,131.16525494035727,136.8059795061997,140.39874005772654,110.56746945822407,112.11566180834316,113.44381533967598,115.13032443156553,116.03220861339292
2008-09-30,2.454849,2.275413,2.151019,4.405173,10.176472,1166.36,11752.9,1.763,156.3167,96.389308571958,101.44967753809391,91.83067944660901,86.77313809797556,101.7352698379346,122.25305653248893,121.85845625049912,122.51972942053546,122.89237218745804,122.88741823941878,122.49543503239342,109.17480809573028,107.81336683958259,106.16618362576085,103.29273159101359,101.11079036223526
2008-10-31,3.01755,2.766837,2.861876,5.829974,14.772878,968.75,9762.76,1.9,154.7212,93.8321108183679,100.37306008166607,85.52501105405828,81.21024758060977,84.95173480901084,122.44495840566054,120.74626522454146,118.80106341436996,116.55404707241392,112.63698312471841,109.67777253862172,108.0605092399586,104.42466155639462,100.57591016395659,94.56523260216936,90.42160769474653
2008-11-28,3.265419,2.993447,3.221128,6.09607,18.281838,896.24,9270.62,1.709,159.0336,93.00072172199393,99.9515243449717,83.24941116443831,79.78429227328888,73.38087952176278,122.61798924457997,120.39962110943611,117.46214840102034,114.26147471256228,109.00233664034027,105.21739057723103,107.63361671532252,103.13503001684981,98.48903493552734,91.41164047136108,86.64671307167909
2008-12-31,3.868321,3.543432,3.646234,5.574265,16.531886,903.25,8987.7,0.884,164.185,90.42931314685714,98.60009877509296,79.39866053387463,82.32535256985885,77.55131523478565,122.70795390242094,118.84990937628992,112.77387927386906,106.61113875986432,97.28272473635194,91.05947629224693,106.13201494943235,98.90724996004793,91.78840355627787,81.48463631840539,74.89409690726512
2009-01-30,3.554325,3.123477,3.364271,4.855796,14.900415,825.88,8694.9,0.864,162.2563,91.79292479288567,99.97955754099996,81.27282065854024,85.42649261992568,83.3805722938154,122.79595568348174,120.58788907885078,117.57851965534287,114.1362940209725,108.23251756121888,103.85672698395621,107.35381917488755,102.39826695053684,97.21122696116639,89.20573222150139,83.77196702398815
