Date,cad_ig_er_index,cad_ig_sprds,vix,us_eco_suprise,lei_yoy_index,us_recession_odds,cad_recession_odds,atlanta_fed,growth_surpise,hard_data,equity_revisions,fed_credit_model,cad_ig_sprds_1m_pct_change,cad_ig_sprds_3m_pct_change,cad_ig_sprds_6m_pct_change,us_hy_er_index_1m_pct_change,us_hy_er_index_3m_pct_change,us_hy_er_index_6m_pct_change,us_ig_er_index_1m_pct_change,us_ig_er_index_3m_pct_change,us_ig_er_index_6m_pct_change,tsx_index_1m_pct_change,tsx_index_3m_pct_change,tsx_index_6m_pct_change
2006-01-26,1.0579,58.7251,12.42,0.059,3.6,70.0,10.0,0.7,0.7,-0.0901,0.13,0.11,-0.002718849558123293,-0.006252686370666782,-0.0029880596457452224,0.001409691629955967,0.009413854351687512,0.011930199430199462,-0.00018395879323029884,-0.00027591281155148195,0.00018402649981585917,0.005333545750122459,0.00034602164595498586,0.015832806121256704
2006-01-27,1.0579,58.6567,11.97,0.064,3.6,70.0,10.0,0.7,0.7,-0.0839,0.15,0.11,-0.0011647489744589512,-0.005393829228755309,-0.008237535908183324,0.0005278901988385876,0.006728045325778975,0.009588068181818121,0.0004599816007360147,0.00027593818984539276,0.0005520287054925355,0.010170880678308514,0.014065606999448255,0.014011837882077938
2006-01-30,1.0579,58.8364,12.39,0.066,3.6,70.0,10.0,0.7,0.7,-0.0805,0.15,0.11,0.003063588643752446,-0.0008287311582536594,-3.229189150599776e-05,0.002110446711220515,0.004052863436123211,0.012797724848915726,-9.195402298844968e-05,0.00018395879323018782,9.197093718382732e-05,0.007646238743810541,0.023323877360138967,0.029451121736185693
2006-01-31,1.0579,58.7572,12.95,0.048,3.6,70.0,10.0,0.7,0.7,-0.0805,0.15,0.11,-0.0013461054721226606,0.0005466146502943747,-0.0057094895303463344,0.0005265005265007172,0.0031673411930319695,0.012611012433392688,0.00027588743792539283,0.0006439742410302429,0.00036788374873530927,-0.0001531705038807507,0.017738976931065853,0.018091136647016004
2006-02-01,1.0579,57.6788,12.36,0.097,3.6,70.0,10.0,0.7,0.7,0.0019,0.15,0.13,-0.01835349540141451,-0.016671582274488617,-0.02197548783548231,0.002981932994211345,0.00562785789658804,0.012393767705382475,0.0,0.00018390804597689936,0.0004598969830758026,0.0005441315827363624,0.008040105222230975,0.022218801181969283
2006-02-02,1.0579,57.7142,13.23,0.107,3.6,70.0,10.0,0.7,0.7,0.0141,0.15,0.13,0.000613743697857716,-0.019073226777980956,-0.01988615135891525,-0.0001748863238894005,0.003334503334503358,0.007400881057268771,0.0001838742300268592,0.0004598123965424694,0.0006438557763062125,-0.0018599179728483461,-0.0014697672394238248,0.021819829449874817
2006-02-03,1.0579,58.5518,12.96,0.107,3.6,70.0,10.0,0.7,0.7,0.0323,0.17,0.13,0.014512892840929936,-0.0034957417984519124,-0.002951037971838266,-0.0019240860591218656,0.0008770391159445001,0.004047158191096134,0.00018384042650976262,0.0003677484600534964,0.0010119595216191435,0.0006462747832969296,-0.000671374660545454,0.017055692770904685
2006-02-06,1.0579,58.5129,13.04,0.107,3.6,70.0,10.0,0.7,0.7,0.0323,0.17,0.13,-0.0006643689860943436,0.014461119163366787,-0.002451552849035088,-0.000175254118471746,-0.0022735222105630948,0.0033415406260992597,9.19033177098072e-05,0.00045968557506670393,0.0006436781609195918,0.011971397983852716,0.010742009380746875,0.018868481488697242
2006-02-07,1.0579,58.5948,13.59,0.113,3.6,70.0,10.0,0.7,0.7,0.0464,0.17,0.13,0.0013996913501124197,0.015257943452391176,-0.004106301541222712,-0.0001752848378615557,-0.002273919888053144,0.0010530010530012124,-0.0005513692335968878,-0.000275760639764866,0.00018392495861685454,-0.02178960691294185,-0.009439300045012922,-0.010895193710467543
2006-02-08,1.0579,58.5095,12.83,0.113,3.6,70.0,10.0,0.7,0.7,0.0464,0.17,0.13,-0.001455760579436971,-0.0007224372265242085,-0.004215653570966538,0.0008765778401120805,0.000525762355415349,0.0014032625855111558,-9.194556822356148e-05,-0.0005514199062587322,-0.00018387423002663716,-0.006954211198835436,-0.01696318026541299,-0.017623166276566016
2006-02-09,1.0579,58.5344,13.12,0.078,3.6,70.0,10.0,0.7,0.7,0.0027,0.17,0.13,0.0004255719156718296,0.00036744034221514177,0.014833873104155959,-0.0005254860746189971,0.0001752848378615557,-0.0020986358866735833,0.0006436781609195918,0.0,0.00045968557506670393,-0.002200233146316455,-0.030729612028611464,-0.02031770042854253
2006-02-10,1.0579,58.5096,12.87,0.078,3.6,70.0,10.0,0.7,0.7,0.0027,0.17,0.13,-0.0004236824841460374,-0.001454053943353295,0.013781703636193576,0.001577287066246047,0.0019284712482467992,-0.00034983382893116755,-0.0002756846167983884,0.0002758367046709065,0.0,-0.00492002083813714,-0.014014199521041104,-0.02332121533188425
2006-02-13,1.0579,58.786,13.35,0.078,3.6,70.0,10.0,0.7,0.7,0.0027,0.17,0.13,0.004724011102451575,0.004725728300532417,0.003999877031961363,-0.0005249343832020026,0.0005254860746191081,0.001051524710830698,0.0,0.0003678160919542428,-0.00018380663541950337,-0.011345993585479941,-0.018374758843539785,-0.035026244762356384
2006-02-14,1.0579,58.8149,12.25,0.185,3.6,70.0,10.0,0.7,0.7,0.1377,0.17,0.13,0.0004916136495083379,0.004792053903345694,0.005161255039487056,0.0008753501400560193,0.001927795303189539,0.002103418054338224,9.192021325499233e-05,-0.00018378974453225894,-0.00018378974453225894,0.008411830732089731,-0.007934718557044418,-0.038420499762841676
2006-02-15,1.0579,58.9652,12.31,0.189,3.6,70.0,10.0,0.7,0.7,0.1496,0.17,0.13,0.0025554748881662093,0.007786756361349401,0.0063213800542027965,0.0012244184012595305,0.0015748031496063408,0.003506311360448766,0.0006433823529410354,0.0007353617060390505,0.0010114012504598424,-0.005091082513586365,-0.008105261983454848,-0.022005872745889388
2006-02-16,1.0579,58.9903,11.48,0.28,3.6,70.0,10.0,0.7,0.7,0.2197,0.17,0.13,0.0004256748047999359,0.0034753172524069065,0.008217468958032326,0.0010482180293500676,0.0031512605042014474,0.0036784025223330907,0.0003674106732800553,0.0011030425590585757,0.001471264367816083,0.01272448030457074,0.016044113064033194,-0.0026254524879166796
2006-02-17,1.0579,59.1053,12.01,0.268,3.6,70.0,10.0,0.7,0.7,0.2197,0.13,0.13,0.0019494730489588719,0.004937524334819976,0.009753239120927182,-0.0005235602094240122,0.0017491691446562818,0.003680336487907443,0.0003672757322559228,0.0013786764705880916,0.001194633339459461,0.0045906166190061715,0.012193977647100507,0.004162503309335541
2006-02-20,1.0579,59.1053,12.01,0.268,3.6,70.0,10.0,0.7,0.7,0.2197,0.13,0.13,0.0,0.0023759776953184986,0.010181235216101259,0.0,0.0005241090146750338,0.0020997375328084544,0.0,0.0007348213465601106,0.001470723412078101,0.009161390844052208,0.026694066495057234,0.01837244210925615
2006-02-21,1.0579,59.2019,12.41,0.305,3.6,70.0,10.0,0.7,0.7,0.2197,0.13,0.13,0.0016343711985220555,0.0035870304100844574,0.007074813731160479,0.0010476689366161196,0.0005235602094242342,0.003676470588235281,0.00018357044515826537,0.0005509135983838842,0.0016545638385878636,-0.003313736330416206,0.010434617675027402,0.02664614492481876
2006-02-22,1.0579,59.1554,11.88,0.305,3.6,70.0,10.0,0.7,0.7,0.2197,0.13,0.13,-0.000785447764345415,0.0008476397209726816,0.005789349297541824,-0.0008721437292866785,0.00017461148943609395,0.0019240860591218656,0.0004588418830873131,0.0006424965580542619,0.002022058823529349,-0.002218757292980822,0.0035856316188751514,0.01582333237778699
2006-02-23,1.0579,59.2598,11.87,0.309,3.6,70.0,10.0,0.7,0.7,0.2259,0.13,0.13,0.001764843108152503,0.00261397878024483,0.004996167230841175,0.0013966480446927498,0.0015715034049239573,0.002096436058700135,0.00018345257750862487,0.0008260670032125272,0.001561495361440235,-0.005224487720547177,-0.01072076293469626,0.01568712280170459
2006-02-24,1.0579,59.3333,11.46,0.271,3.6,70.0,10.0,0.7,0.7,0.1767,0.13,0.13,0.001240301182251713,0.0022195233598920616,0.005814515267764442,0.0,0.0005232862375719183,0.0010471204188482464,0.0,0.0006423786363221051,0.0011936461298320822,0.006133636607587922,-0.0013435995954828028,0.00907699813145757
2006-02-27,1.0579,59.3945,11.59,0.257,3.6,70.0,10.0,0.7,0.7,0.16,0.13,0.13,0.0010314612536299617,0.00404189642872832,0.004892962221662023,0.0008716875871688234,0.002269553072625774,0.002444560852104205,9.170946441661165e-05,0.0002751788662629373,0.000917852225791771,-0.00881246004631453,-0.007943085710411801,-0.004385935070811198
2006-02-28,1.0576,59.464,12.34,0.194,3.1,70.0,10.0,0.7,0.7,0.1658,0.13,0.13,0.001170142016516662,0.0034458435566775414,0.006068829698859579,-0.0017418568193694473,-0.0008716875871687124,0.0006984459577441537,0.00045850527281054987,0.000550256786500336,0.0013767783386875454,-0.0015487162227383333,-0.004277359639819123,-0.01495226601583044
2006-03-01,1.0576,60.0823,11.54,0.188,3.1,70.0,10.0,0.7,0.7,0.1341,0.13,0.1,0.010397887797659155,0.012623602597529482,0.014871144338272746,0.0017448961786774575,0.0008716875871688234,0.0013954299668585968,-0.00045829514207140765,9.170946441661165e-05,0.0007341470129393901,0.009089400205674947,-0.001352180889120258,-0.0026939636949073753
2006-03-02,1.0576,59.6403,11.72,0.181,3.1,70.0,10.0,0.7,0.7,0.1247,0.13,0.1,-0.0073565758967282235,0.004138430326040332,0.00819705386152414,0.0008709284096846126,0.0008709284096846126,0.003142458100558798,-0.00045850527281054987,-0.00045850527281054987,-0.0001834525775087359,0.009523866046946994,0.017122155525961302,0.009043067066659916
2006-03-03,1.0576,59.5156,11.96,0.177,3.1,70.0,10.0,0.7,0.7,0.1247,0.14,0.1,-0.0020908680875181274,0.0008677519171262915,0.004316585611156221,0.0010442046641141456,0.0036642819752223943,0.002789400278940146,-0.00027522935779833446,-0.0011915673693859707,-0.0006419662509172808,0.00602759238123074,0.024840139831661334,0.020456529980278804
2006-03-06,1.0576,59.5064,12.74,0.189,3.1,70.0,10.0,0.7,0.7,0.1405,0.14,0.1,-0.00015458131985568446,-0.009585185653678274,0.0029174173693355954,0.0027816411682892728,0.0047030134122973966,0.00557880055788007,-0.00045884188308709106,-0.0011921137093077183,-0.0011005135730007831,-0.007961645189620281,0.007522946980731859,0.006160593706474371
2006-03-07,1.0576,59.7261,12.66,0.199,3.1,70.0,10.0,0.7,0.7,0.1651,0.14,0.1,0.003692039847814632,0.0014386245542024056,0.005583008527725752,-0.001386962552011095,0.002436477549599747,0.0033095279568018388,-0.00018362100624313982,-0.0009174311926606338,-0.0013755158184319827,-0.005625536992639235,-0.007596429300297136,0.00939565898174255
2006-03-08,1.0576,59.6266,12.32,0.199,3.1,70.0,10.0,0.7,0.7,0.1651,0.14,0.1,-0.001665938341863904,0.0018650572286931233,0.0027344275528051742,-0.0003472222222221655,0.0010431154381083108,0.004711219682428824,0.0,-0.0006423786363218831,-0.0018331805682859637,-0.006718594232113406,-0.020170002036952406,0.004169112123706187
2006-03-09,1.0576,59.4701,12.68,0.189,3.1,70.0,10.0,0.7,0.7,0.1523,0.14,0.1,-0.002624667514163126,-0.000610018418186864,-0.010189356932074789,0.0003473428273705892,-0.001386962552011095,0.0033095279568018388,0.0,-0.00018362100624313982,-0.0013755158184319827,0.002407755939088707,-0.009928210237719948,-0.0024799526562200302
2006-03-10,1.0576,59.5546,11.85,0.18,3.1,70.0,10.0,0.7,0.7,0.1406,0.18,0.1,0.0014208820903276465,-0.0028714414636147323,-0.0014369478356078824,0.0010416666666668295,0.0010416666666668295,0.0034806822137138926,-9.18273645545975e-05,-9.18273645545975e-05,-0.0010091743119267083,0.005803492124742737,0.0014513652989136538,-0.006156089195265557
2006-03-13,1.0576,59.8033,11.37,0.18,3.1,70.0,10.0,0.7,0.7,0.1406,0.18,0.1,0.004175999838803346,0.002963442490432122,0.004834026708963712,0.001734304543877796,0.0031260854463355248,0.004172461752433909,-9.18357975938644e-05,-0.00018365472910930603,-0.0008259153895566751,0.006172250057252082,0.014448239637320004,-0.006013183422547419
2006-03-14,1.0576,60.9413,10.74,0.134,3.1,70.0,10.0,0.7,0.7,0.0825,0.18,0.1,0.019029050236358147,0.024738482027102604,0.024113372679241296,-0.0027700831024931594,0.0,-0.001386962552011095,0.00036737692872890193,0.000183654729109195,0.0,0.0055935128688591185,0.017672262486475132,0.0075685983114133215
2006-03-15,1.0576,60.2279,11.35,0.199,3.1,70.0,10.0,0.7,0.7,0.0901,0.18,0.1,-0.011706346927289002,0.011305591843451257,0.008401687034646388,0.002083333333333437,0.0010405827263268996,0.002083333333333437,-0.0002754315093645987,0.0,-9.18273645545975e-05,0.006880337418829319,0.018761814864610038,0.020240410410562903
2006-03-16,1.0576,60.3694,11.98,0.213,3.1,70.0,10.0,0.7,0.7,0.1042,0.18,0.1,0.0023494094929426,0.009466032810898417,0.012457527345178132,-0.0022522522522523403,-0.0029432132963989055,0.0001736714136852946,0.00045917898796954404,0.0005510653930933529,0.00036730945821861205,0.0024901228720524138,0.015033615668554878,0.029699064587669577
2006-03-17,1.0576,59.9511,12.12,0.204,3.1,70.0,10.0,0.7,0.7,0.0961,0.15,0.1,-0.006929007079745753,-0.016248422662463735,0.008088098052634773,0.0012154888001389974,0.0010416666666668295,0.0010416666666668295,-9.179364787958999e-05,9.181050312156991e-05,0.0002754820936639035,-0.007026514916450455,0.0022951161965214517,0.020007938578858298
2006-03-20,1.0576,60.136,11.79,0.209,3.1,70.0,10.0,0.7,0.7,0.0961,0.15,0.1,0.0030841802735896984,-0.0015258709003633797,0.009762470069482498,0.000867152271938787,-0.00017325017325031666,0.000867152271938787,0.00027540622418054106,0.0006428505831572728,0.0006428505831572728,-0.005950471346326425,-0.010477262490637074,0.008087979914835675
2006-03-21,1.0576,59.9725,11.62,0.209,3.1,70.0,10.0,0.7,0.7,0.0961,0.15,0.1,-0.0027188373021153067,-0.006574522854293718,0.002829275307549839,0.0043320048518455945,0.006424726515020129,0.003462603878116255,-0.00018355359765054313,0.0,0.0005510653930933529,0.0015331971981640269,-0.0114218101632928,0.0034400944010279932
2006-03-22,1.0576,59.0015,11.21,0.209,3.1,70.0,10.0,0.7,0.7,0.0961,0.15,0.1,-0.01619075409562709,-0.015839575921042237,-0.03183063045914669,0.0,0.00520291363163361,0.006250000000000089,0.0,9.180207472692103e-05,0.00018362100624313982,0.0019284191566346642,-0.00250651418705361,-0.00021715073183981026
2006-03-23,1.0576,59.1651,11.17,0.249,3.1,70.0,10.0,0.7,0.7,0.148,0.15,0.1,0.002772810860740771,-0.01614507117201014,-0.017646306778087872,0.0008626639061419805,0.005198405822214536,0.005024255024254964,-0.00027538094363865895,-0.0004588839941261913,0.0001836715951877288,0.003947989457548262,0.007426240556880126,-0.0031288286053900993
2006-03-24,1.0576,59.65,11.19,0.211,3.1,70.0,10.0,0.7,0.7,0.0989,0.07,0.1,0.008195709970911791,-0.005377464671307619,-0.01191663326122172,-0.0020686088605412767,-0.0012077294685990392,0.005209237714881132,9.181893306409172e-05,-0.00018358729575906896,-0.00018358729575906896,0.007757588465881371,0.013687256279707682,0.002109112873531771
2006-03-27,1.0576,59.677,11.46,0.211,3.1,70.0,10.0,0.7,0.7,0.0989,0.07,0.1,0.0004526404023470487,0.011448861469623539,-0.004572059561876229,0.002245638279495754,0.001035196687370732,0.00624349635796051,-0.00018362100624313982,-0.00036717459151824894,-0.0002754062241806521,-0.0026933880708173152,0.009011206576084119,0.006482105671905103
2006-03-28,1.0576,59.3102,11.58,0.222,3.1,70.0,10.0,0.7,0.7,0.0989,0.07,0.1,-0.006146421569448779,0.002452459304556287,-0.013732206997472463,0.0031023784901755835,0.0032752973625236326,0.008490729509617045,-0.00045913682277309853,-0.0005509135983838842,-0.0010095447870777097,-0.0024613942767822694,0.00256949835703546,0.01001482062682535
2006-03-29,1.0576,59.2123,10.95,0.222,3.1,70.0,10.0,0.7,0.7,0.0989,0.07,0.1,-0.001650643565525023,-0.007337803855825609,-0.012675809746133582,-0.0001718213058419238,0.005182242183451313,0.003968253968253954,-0.0005512172714744468,-0.0011935365405800757,-0.0013769047181932947,0.011767986660901064,0.006559250409127415,0.02033628483018779
2006-03-30,1.0576,59.0504,11.57,0.219,3.1,70.0,10.0,0.7,0.7,0.0957,0.07,0.1,-0.002734229205756167,-0.010499857566566573,0.0008287924883265685,0.001546657501288795,0.004481213374698312,0.00552104899930983,-0.0003676808530197473,-0.0013774104683196287,-0.0017440793097117657,0.0013428401273771762,0.010632925225938283,0.01973994728774131
2006-03-31,1.0569,59.6169,11.39,0.221,3.7,70.0,10.0,0.7,0.7,0.0398,0.19,0.11,0.009593499790009785,0.005171117278309545,0.007636258537550011,0.0,0.0013745704467353903,0.004654369936218039,-9.195402298844968e-05,-0.001010564997703356,-0.001560921862088005,-0.007892225330651814,0.005130805665963134,0.007713487619727566
2006-04-01,1.0569,59.6169,11.39,0.221,3.7,70.0,10.0,0.7,0.7,0.0398,0.19,0.09,0.0,0.006833039756942494,-0.0005549036043587252,0.0,0.001546657501288795,0.006736914838486818,0.0,-0.0004596010662746286,-0.0016525890561880363,0.0,-0.00655998320014306,-4.376136350492388e-05
2006-04-03,1.0569,59.9593,11.57,0.19,3.7,70.0,10.0,0.7,0.7,0.0338,0.19,0.09,0.005743337879024146,0.015391936379770321,0.004730465673542517,0.001544269045984814,0.001544269045984814,0.006032402619786215,9.196247930853829e-05,0.0,-0.0013774104683196287,0.008277865441955523,0.0003203093319787964,0.010956640383093408
2006-04-04,1.0569,59.3174,11.14,0.19,3.7,70.0,10.0,0.7,0.7,0.0338,0.19,0.09,-0.010705595295475434,-0.00502374326742927,0.00012139564526836288,-0.000513962652047173,0.0010295126973234314,0.002405498281787155,0.0,9.196247930853829e-05,-0.0009186954524575963,-0.003010434973458098,0.005242510492865282,0.010400214461369073
2006-04-05,1.0569,59.3455,11.13,0.19,3.7,70.0,10.0,0.7,0.7,0.0338,0.19,0.09,0.00047372271879764227,-0.004552400409950863,0.0022495326140008487,-0.0006856359273227364,0.00034317089910773646,0.001890359168241984,0.0003678160919542428,0.0004598123965424694,0.0,0.0102693422922433,0.01556568991983065,0.008903596055314988
2006-04-06,1.0569,58.9405,11.45,0.2,3.7,70.0,10.0,0.7,0.7,0.0463,0.19,0.09,-0.006824443302356542,-0.016991525918414685,-0.0018611220245756677,0.0012006861063464935,0.0,0.001544269045984814,-0.0005515212795295099,-0.00018390804597701038,-0.00018390804597701038,0.0034880544299102922,0.010741258191478753,0.011065008048693592
2006-04-07,1.0569,58.6944,12.26,0.202,3.7,70.0,10.0,0.7,0.7,0.0711,0.07,0.09,-0.004175397222622834,-0.010502820420315029,-0.015473800214368727,0.0023984923762205845,0.0029139526911208247,0.003946465339739191,-0.0005518256231030749,-0.0007356321839079305,-0.0006437373551589909,-0.008168030840980722,0.005512522486261773,0.010783932436103427
2006-04-10,1.0569,59.1866,12.19,0.202,3.7,70.0,10.0,0.7,0.7,0.0711,0.07,0.09,0.008385808526878202,-0.002677540841344417,-0.007217752013271461,-0.0008545547769610584,0.002744425385935001,0.00308853809196985,9.202171712519025e-05,-0.0010111223458039165,-0.0005517748758505636,0.003961209717013414,-0.0007659084552390505,0.014787859571070427
2006-04-11,1.0569,59.1831,13.0,0.202,3.7,70.0,10.0,0.7,0.7,0.0711,0.07,0.09,-5.91350069102381e-05,0.004116015303568865,-0.012945447995556969,-0.0003421142661648169,0.0011992461881102923,0.0011992461881102923,0.0003680529996319404,-9.197093718382732e-05,-0.00027586206896546006,-0.009145870118880128,-0.013346275569153243,-0.0027483731694574187
2006-04-12,1.0569,58.7864,12.76,0.202,3.7,70.0,10.0,0.7,0.7,0.0711,0.07,0.09,-0.006702927018017002,0.0015674408461454625,-0.008951842123896214,0.0018822724161533522,0.0006836438215691576,0.003599588618443672,-0.0003679175864605977,9.202171712519025e-05,-0.0006436781609194808,-0.0007883520977555181,-0.006005125310324599,-0.0005257062123688039
2006-04-13,1.0569,58.4325,12.38,0.209,3.7,70.0,10.0,0.7,0.7,0.0777,0.07,0.09,-0.006020099887048769,-0.012741059631740992,-0.015384485765559397,0.002220324508966698,0.003763256927813874,0.0065180102915951554,-0.0007361059992637697,-0.0007361059992637697,-0.001746484051842967,0.00664792853209728,-0.0033450775852950088,-0.004108424017328138
2006-04-14,1.0569,58.4325,12.38,0.213,3.7,70.0,10.0,0.7,0.7,0.0826,0.25,0.09,0.0,-0.012682674614881706,-0.008618861394117827,0.0,0.004106776180698102,0.005310947404488564,0.0,-0.001103752759381793,-0.0011956221833898661,0.0,0.005854335525937726,-0.007570073618419104
2006-04-17,1.0569,58.823,12.58,0.122,3.7,70.0,10.0,0.7,0.7,0.0431,0.25,0.09,0.0066829247422239835,0.0006225929806893404,0.002191009704503255,-0.0018745739604635325,0.00034158838599473995,0.0010254657323536254,0.00073664825046027,0.0,9.202171712519025e-05,0.004933629095267289,0.011614356040993812,0.005539485067244332
2006-04-18,1.0569,58.8511,11.4,0.091,3.7,70.0,10.0,0.7,0.7,0.0033,0.25,0.09,0.0004777042993386882,0.00716382150344419,-0.005668512805263259,-0.001024415229639808,-0.002897068847989126,0.0008552856654122643,9.20132499080406e-05,0.0008287292817679148,9.20132499080406e-05,0.011192605097725128,0.01618145435515439,0.01278224854959853
2006-04-19,1.0569,58.407,11.32,0.091,3.7,70.0,10.0,0.7,0.7,0.0033,0.25,0.09,-0.0075461631133488805,-0.00043640097548458545,-0.013113540858792572,0.0025636643308837304,-0.0003408316291751978,0.0037645448323067043,-0.00027601435274626773,0.0005524861878452025,-0.0005518763796908965,0.003256261252901238,0.01949040665088786,0.025458845556896925
2006-04-20,1.0569,58.2074,11.64,0.08,3.7,70.0,10.0,0.7,0.7,0.0021,0.25,0.09,-0.003417398599482868,-0.010465294187647745,-0.009849216825660423,0.0011933174224343368,0.0027317739457060064,0.003074295473953992,0.000184060371801964,0.0,0.0,-0.01390690716662979,0.0003769593355116285,0.01199569351644092
2006-04-21,1.0569,58.5835,11.59,0.08,3.7,70.0,10.0,0.7,0.7,0.0021,0.26,0.09,0.006461377762964959,-0.004547068788858688,0.0025841783254183515,-0.00017027073046138597,0.0035891300632371337,0.0006816632583503957,0.000460066249539981,0.00036801913699502364,0.0011970534069980499,0.010034384577777722,-0.0007688729383239501,0.015400139934474089
2006-04-24,1.0569,58.9536,11.75,0.08,3.7,70.0,10.0,0.7,0.7,0.0021,0.26,0.09,0.006317478470900584,0.00935846730700085,0.008917982287254489,-0.0008514986376022549,0.00017047391749058782,-0.0001704158145875434,0.000551825623103186,0.001196392416712655,0.0017495395948434744,-0.007637558875697281,-0.011618986299702483,0.007644961583333165
2006-04-25,1.0569,58.512,11.75,0.143,3.7,70.0,10.0,0.7,0.7,0.028,0.26,0.09,-0.0074906367041198685,0.005233011610207727,-0.005287047583428239,0.0034088972217487523,0.0023837902264600697,0.0051220761481987065,-0.0004596010662746286,0.0005520794994477995,0.0005520794994477995,-0.0010079215830525179,0.001309927348976725,0.0016873804738313236
